timestamp,threads_connected,threads_running,questions
12:51:59,21	2	666840
12:52:07,21	3	666903
12:52:14,21	2	666970
12:52:22,21	2	667033
12:52:30,21	6	672129
12:52:38,21	10	717960
12:52:46,21	12	768825
12:52:54,21	11	818060
12:53:02,21	11	870323
12:53:11,21	9	918129
12:53:19,21	2	966231
12:53:27,21	11	1016124
12:53:36,21	18	1062479
12:53:43,21	6	1110134
12:53:51,21	7	1160979
12:54:00,21	9	1210899
12:54:08,21	7	1260983
12:54:16,21	4	1311265
12:54:25,21	5	1359368
12:54:32,21	3	1410784
12:54:41,21	4	1458794
12:54:49,21	2	1490883
12:54:57,21	3	1498239
