timestamp,threads_connected,threads_running,questions
07:59:10,11	2	441497
07:59:18,11	2	441532
07:59:26,11	2	441567
07:59:34,11	2	441602
07:59:42,11	2	453496
07:59:49,11	10	475764
07:59:57,11	10	499202
08:00:05,11	2	522980
08:00:13,11	11	547254
08:00:21,11	5	568595
08:00:29,11	2	592404
08:00:37,11	5	616629
08:00:45,11	3	640949
08:00:53,11	10	665412
08:01:01,11	4	688476
08:01:09,11	4	712362
08:01:17,11	2	736695
08:01:25,11	2	761053
08:01:33,11	5	785355
08:01:41,11	2	808514
08:01:49,11	4	832657
08:01:57,11	2	855724
08:02:05,11	2	880852
08:02:13,11	2	905653
08:02:21,11	2	929204
08:02:29,11	7	953480
08:02:37,11	10	978647
08:02:45,11	10	1003271
08:02:53,11	2	1028282
08:03:01,11	5	1051305
08:03:09,11	5	1075999
08:03:17,11	5	1100642
08:03:25,11	2	1125080
08:03:33,11	4	1150162
08:03:41,11	2	1173080
08:03:49,11	3	1197490
08:03:57,11	2	1222612
08:04:05,11	2	1246755
08:04:13,11	8	1271832
08:04:21,11	11	1294133
08:04:29,11	2	1318423
08:04:37,11	12	1343380
08:04:45,11	2	1349956
08:04:53,11	3	1356790
08:05:01,11	3	1363405
