timestamp,threads_connected,threads_running,questions
12:34:27,11	2	661614
12:34:35,11	2	661645
12:34:43,11	2	661680
12:34:51,11	2	661715
12:34:59,11	2	662212
12:35:07,11	2	684364
12:35:15,11	2	707710
12:35:23,11	11	731375
12:35:31,11	9	757451
12:35:39,11	2	783356
12:35:47,11	2	808860
12:35:55,11	3	832480
12:36:03,11	2	857860
12:36:11,11	6	884184
12:36:19,11	2	910281
12:36:27,11	2	935499
12:36:35,11	2	959568
12:36:43,11	4	985023
12:36:51,11	9	1007351
12:36:59,11	12	1032858
12:37:07,11	11	1056942
12:37:15,11	2	1079729
12:37:23,11	2	1103952
12:37:31,11	5	1129357
12:37:39,11	2	1155390
12:37:47,11	2	1181166
12:37:55,11	11	1204894
12:38:03,11	2	1229574
12:38:11,11	3	1254201
12:38:19,11	2	1278046
12:38:28,11	6	1301580
12:38:36,11	11	1324843
12:38:44,11	11	1349798
12:38:52,11	4	1375606
12:39:00,11	4	1400994
12:39:08,11	7	1425949
12:39:17,11	2	1448566
12:39:24,11	2	1471013
12:39:32,11	2	1485571
12:39:40,11	3	1491325
12:39:48,11	3	1496940
