timestamp,threads_connected,threads_running,questions
08:23:08,41	2	1342013
08:23:16,41	2	1342136
08:23:24,41	2	1342267
08:23:32,41	2	1342398
08:23:39,41	14	1376762
08:23:48,41	11	1443221
08:23:56,41	9	1514654
08:24:04,41	16	1579289
08:24:13,41	24	1639218
08:24:21,41	8	1702998
08:24:29,41	12	1772592
08:24:37,41	17	1843114
08:24:45,41	19	1914476
08:24:53,41	9	1986416
08:25:02,41	15	2050895
08:25:10,41	16	2120394
08:25:18,41	17	2192732
08:25:26,41	18	2264499
08:25:34,41	15	2336923
08:25:43,41	10	2401739
08:25:51,41	12	2471714
08:25:59,41	9	2539324
08:26:07,41	18	2610497
08:26:15,41	11	2683434
08:26:24,41	14	2753654
08:26:32,41	11	2817708
08:26:40,41	9	2883919
08:26:48,41	20	2957296
08:26:56,41	21	3031282
08:27:05,41	5	3103217
08:27:13,41	21	3167002
08:27:21,41	16	3235600
08:27:29,41	10	3303361
08:27:37,41	19	3374930
08:27:45,41	33	3447591
08:27:54,41	9	3518027
08:28:02,41	18	3580534
08:28:10,41	6	3645148
08:28:18,41	41	3717263
08:28:26,41	19	3792352
08:28:35,41	13	3861408
08:28:43,41	4	3868364
08:28:51,41	3	3876307
08:28:58,41	3	3883789
