timestamp,app,instance_count,instance_ids
16:05:39,ORDER-API,1,order-api:4dfed7496021:8080|
16:05:39,USER-API,1,user-api:e5198a4af8f2:8080|
16:05:39,GATEWAY,1,78a58e0595a2:gateway:80|
16:06:33,ORDER-API,1,order-api:4dfed7496021:8080|
16:06:33,USER-API,1,user-api:e5198a4af8f2:8080|
16:06:33,GATEWAY,1,78a58e0595a2:gateway:80|
16:07:25,ORDER-API,1,order-api:4dfed7496021:8080|
16:07:25,USER-API,1,user-api:e5198a4af8f2:8080|
16:07:25,GATEWAY,1,78a58e0595a2:gateway:80|
16:08:15,ORDER-API,1,order-api:4dfed7496021:8080|
16:08:15,USER-API,1,user-api:e5198a4af8f2:8080|
16:08:15,GATEWAY,1,78a58e0595a2:gateway:80|
16:09:05,ORDER-API,1,order-api:4dfed7496021:8080|
16:09:05,USER-API,1,user-api:e5198a4af8f2:8080|
16:09:05,GATEWAY,1,78a58e0595a2:gateway:80|
16:10:00,ORDER-API,1,order-api:4dfed7496021:8080|
16:10:00,USER-API,1,user-api:e5198a4af8f2:8080|
16:10:00,GATEWAY,1,78a58e0595a2:gateway:80|
16:11:01,ORDER-API,1,order-api:4dfed7496021:8080|
16:11:01,USER-API,1,user-api:e5198a4af8f2:8080|
16:11:01,GATEWAY,1,78a58e0595a2:gateway:80|
