timestamp,container,cpu_pct,mem_usage,mem_pct,net_io,block_io
13:32:57,qa-gateway-1,77.27,185.4MiB on 768MiB,24.14,25.6kB on 24.9kB,0B on 193kB
13:32:57,qa-userapi-1,90.63,337.2MiB on 1GiB,32.93,170kB on 159kB,0B on 81.9kB
13:32:57,qa-orderapi-1,26.32,292.4MiB on 1GiB,28.55,223kB on 214kB,0B on 81.9kB
13:32:57,qa-eureka-1,11.17,215.6MiB on 512MiB,42.11,23.8kB on 120kB,0B on 106kB
13:32:57,qa-redis-1,0.41,3.371MiB on 15.26GiB,0.02,2.95kB on 126B,0B on 0B
13:32:57,qa-mysql-user-1,1.03,400.4MiB on 15.26GiB,2.56,113kB on 121kB,131kB on 283MB
13:32:57,qa-mysql-order-1,0.73,399MiB on 15.26GiB,2.55,115kB on 124kB,131kB on 283MB
13:32:57,qa-kafka-1,138.27,472MiB on 15.26GiB,3.02,144kB on 135kB,0B on 1.6MB
13:33:19,qa-k6-run-a4b9ffb295df,9.82,87.95MiB on 15.26GiB,0.56,1.33MB on 1.02MB,0B on 0B
13:33:19,qa-gateway-1,16.08,189MiB on 768MiB,24.61,2.41MB on 2.93MB,0B on 205kB
13:33:19,qa-userapi-1,194.77,376.3MiB on 1GiB,36.75,1.69MB on 1.31MB,0B on 94.2kB
13:33:19,qa-orderapi-1,72.06,348.4MiB on 1GiB,34.02,4.37MB on 4.12MB,0B on 94.2kB
13:33:19,qa-eureka-1,1.49,216MiB on 512MiB,42.20,27.4kB on 148kB,0B on 119kB
13:33:19,qa-redis-1,1.65,3.746MiB on 15.26GiB,0.02,768kB on 387kB,0B on 0B
13:33:19,qa-mysql-user-1,5.97,404.7MiB on 15.26GiB,2.59,776kB on 1.2MB,131kB on 288MB
13:33:19,qa-mysql-order-1,13.71,405.2MiB on 15.26GiB,2.59,2.11MB on 2.57MB,131kB on 297MB
13:33:19,qa-kafka-1,157.89,475.6MiB on 15.26GiB,3.04,459kB on 335kB,0B on 1.94MB
13:33:45,qa-k6-run-a4b9ffb295df,8.14,94.95MiB on 15.26GiB,0.61,3.57MB on 2.73MB,0B on 0B
13:33:45,qa-gateway-1,18.14,206MiB on 768MiB,26.82,6.19MB on 7.54MB,0B on 229kB
13:33:45,qa-userapi-1,187.03,400.3MiB on 1GiB,39.09,3.53MB on 2.56MB,0B on 119kB
13:33:45,qa-orderapi-1,51.84,379.6MiB on 1GiB,37.07,11.3MB on 10.3MB,0B on 119kB
13:33:45,qa-eureka-1,10.19,217.5MiB on 512MiB,42.48,33.2kB on 185kB,0B on 143kB
13:33:45,qa-redis-1,1.78,4.457MiB on 15.26GiB,0.03,2.03MB on 1.09MB,0B on 0B
13:33:45,qa-mysql-user-1,3.60,405.2MiB on 15.26GiB,2.59,1.34MB on 2.32MB,131kB on 297MB
13:33:45,qa-mysql-order-1,14.12,406.7MiB on 15.26GiB,2.60,5.17MB on 6.81MB,131kB on 319MB
13:33:45,qa-kafka-1,5.45,420.8MiB on 15.26GiB,2.69,829kB on 622kB,0B on 2.49MB
13:34:14,qa-k6-run-a4b9ffb295df,8.66,113.4MiB on 15.26GiB,0.73,5.75MB on 4.34MB,0B on 0B
13:34:14,qa-gateway-1,15.73,218.8MiB on 768MiB,28.49,9.93MB on 12.1MB,0B on 254kB
13:34:14,qa-userapi-1,210.69,434.5MiB on 1GiB,42.43,5.15MB on 3.74MB,0B on 143kB
13:34:14,qa-orderapi-1,44.81,370.2MiB on 1GiB,36.16,18.8MB on 16.7MB,0B on 143kB
13:34:14,qa-eureka-1,1.93,217.6MiB on 512MiB,42.51,39.3kB on 228kB,0B on 168kB
13:34:14,qa-redis-1,1.87,4.871MiB on 15.26GiB,0.03,3.4MB on 1.94MB,0B on 0B
13:34:14,qa-mysql-user-1,6.60,405.5MiB on 15.26GiB,2.59,1.86MB on 3.36MB,131kB on 301MB
13:34:14,qa-mysql-order-1,18.07,410.9MiB on 15.26GiB,2.63,8.34MB on 11.5MB,131kB on 348MB
13:34:14,qa-kafka-1,3.58,421.2MiB on 15.26GiB,2.69,1.19MB on 775kB,0B on 3.04MB
13:34:40,qa-k6-run-a4b9ffb295df,7.96,119.7MiB on 15.26GiB,0.77,7.83MB on 5.8MB,0B on 0B
13:34:40,qa-gateway-1,11.03,232MiB on 768MiB,30.20,13.4MB on 16.3MB,0B on 266kB
13:34:40,qa-userapi-1,195.31,470.3MiB on 1GiB,45.92,6.6MB on 4.81MB,0B on 156kB
13:34:40,qa-orderapi-1,35.65,371.9MiB on 1GiB,36.31,26.2MB on 22.9MB,0B on 156kB
13:34:40,qa-eureka-1,1.99,217.9MiB on 512MiB,42.56,45.1kB on 266kB,0B on 180kB
13:34:40,qa-redis-1,1.84,4.984MiB on 15.26GiB,0.03,4.88MB on 2.9MB,0B on 774kB
13:34:40,qa-mysql-user-1,4.34,405.5MiB on 15.26GiB,2.59,2.32MB on 4.31MB,131kB on 303MB
13:34:40,qa-mysql-order-1,14.95,412.2MiB on 15.26GiB,2.64,11.4MB on 16.2MB,131kB on 364MB
13:34:40,qa-kafka-1,8.01,423.9MiB on 15.26GiB,2.71,1.51MB on 907kB,0B on 3.41MB
13:35:01,qa-k6-run-a4b9ffb295df,8.30,125.6MiB on 15.26GiB,0.80,9.72MB on 7.08MB,0B on 0B
13:35:01,qa-gateway-1,10.26,236.7MiB on 768MiB,30.82,16.5MB on 20.1MB,0B on 291kB
13:35:01,qa-userapi-1,196.61,472.2MiB on 1GiB,46.11,7.87MB on 5.75MB,0B on 180kB
13:35:01,qa-orderapi-1,39.69,372.8MiB on 1GiB,36.41,33.1MB on 28.6MB,0B on 180kB
13:35:01,qa-eureka-1,0.95,218MiB on 512MiB,42.58,50.2kB on 296kB,0B on 205kB
13:35:01,qa-redis-1,3.79,5.363MiB on 15.26GiB,0.03,6.21MB on 3.8MB,0B on 774kB
13:35:01,qa-mysql-user-1,8.81,405.8MiB on 15.26GiB,2.60,2.73MB on 5.14MB,131kB on 306MB
13:35:01,qa-mysql-order-1,19.32,412.9MiB on 15.26GiB,2.64,14.2MB on 20.6MB,131kB on 378MB
13:35:01,qa-kafka-1,4.20,424.9MiB on 15.26GiB,2.72,1.8MB on 1.03MB,0B on 3.88MB
13:35:21,qa-k6-run-a4b9ffb295df,7.34,126.4MiB on 15.26GiB,0.81,11.7MB on 8.37MB,0B on 0B
13:35:21,qa-gateway-1,8.34,236.5MiB on 768MiB,30.80,19.7MB on 24MB,0B on 303kB
13:35:21,qa-userapi-1,196.99,474.5MiB on 1GiB,46.34,9.16MB on 6.69MB,0B on 193kB
13:35:21,qa-orderapi-1,31.86,373.2MiB on 1GiB,36.45,40.4MB on 34.6MB,0B on 193kB
13:35:21,qa-eureka-1,1.09,218.1MiB on 512MiB,42.60,53kB on 324kB,0B on 217kB
13:35:21,qa-redis-1,3.73,5.762MiB on 15.26GiB,0.04,7.66MB on 4.81MB,0B on 774kB
13:35:21,qa-mysql-user-1,6.44,405.6MiB on 15.26GiB,2.60,3.14MB on 5.98MB,131kB on 307MB
13:35:21,qa-mysql-order-1,17.17,413.6MiB on 15.26GiB,2.65,17.1MB on 25.3MB,131kB on 393MB
