timestamp,app,instance_count,instance_ids
15:56:47,ORDER-API,1,order-api:5933c490bc2b:8080|
15:56:47,USER-API,1,user-api:61d8eb3e53be:8080|
15:56:47,GATEWAY,1,893d77e01715:gateway:80|
15:57:35,ORDER-API,1,order-api:5933c490bc2b:8080|
15:57:35,USER-API,1,user-api:61d8eb3e53be:8080|
15:57:35,GATEWAY,1,893d77e01715:gateway:80|
15:58:25,ORDER-API,1,order-api:5933c490bc2b:8080|
15:58:25,USER-API,1,user-api:61d8eb3e53be:8080|
15:58:25,GATEWAY,1,893d77e01715:gateway:80|
15:59:13,ORDER-API,1,order-api:5933c490bc2b:8080|
15:59:13,USER-API,1,user-api:61d8eb3e53be:8080|
15:59:13,GATEWAY,1,893d77e01715:gateway:80|
16:00:07,ORDER-API,1,order-api:5933c490bc2b:8080|
16:00:07,USER-API,1,user-api:61d8eb3e53be:8080|
16:00:07,GATEWAY,1,893d77e01715:gateway:80|
16:00:53,ORDER-API,1,order-api:5933c490bc2b:8080|
16:00:53,USER-API,1,user-api:61d8eb3e53be:8080|
16:00:53,GATEWAY,1,893d77e01715:gateway:80|
